"id","name_key","type","parent_id","center","url"
"9b5bcd27-75a2-4137-9290-b630d9047063","Andalucía","Autonomía","","(-5.984500,37.389100)","https://www.google.com/maps/search/?api=1&query=37.389100,-5.984500"
"f5b00e62-2d39-40f3-a480-a08315afc4f3","Almería","Provincia","9b5bcd27-75a2-4137-9290-b630d9047063","(-7.409468,37.807380)","https://www.google.com/maps/search/?api=1&query=37.807380,-7.409468"
"dceb61bd-c46b-4cca-aaad-5e9091447611","Municipio 1 de Almería","Municipio","f5b00e62-2d39-40f3-a480-a08315afc4f3","(-7.630899,37.627404)","https://www.google.com/maps/search/?api=1&query=37.627404,-7.630899"
"175975e7-1e69-4f44-81e4-cc777530df5a","Sector 1 de Municipio 1 de Almería","Sector","dceb61bd-c46b-4cca-aaad-5e9091447611","(-7.613229,37.651051)","https://www.google.com/maps/search/?api=1&query=37.651051,-7.613229"
"d3c9f9ed-9341-4672-89eb-d239a5491004","Sector 2 de Municipio 1 de Almería","Sector","dceb61bd-c46b-4cca-aaad-5e9091447611","(-7.672205,37.666622)","https://www.google.com/maps/search/?api=1&query=37.666622,-7.672205"
"ff5b6a20-b618-4cd5-a755-9c575902aeca","Sector 3 de Municipio 1 de Almería","Sector","dceb61bd-c46b-4cca-aaad-5e9091447611","(-7.677919,37.619596)","https://www.google.com/maps/search/?api=1&query=37.619596,-7.677919"
"cfc8bf68-85a2-4307-9542-44a21ae4d2f4","Municipio 2 de Almería","Municipio","f5b00e62-2d39-40f3-a480-a08315afc4f3","(-7.405184,37.582291)","https://www.google.com/maps/search/?api=1&query=37.582291,-7.405184"
"2d0b2d3e-3bbc-4173-b826-bf158a2fa5cb","Sector 1 de Municipio 2 de Almería","Sector","cfc8bf68-85a2-4307-9542-44a21ae4d2f4","(-7.435300,37.534944)","https://www.google.com/maps/search/?api=1&query=37.534944,-7.435300"
"6ac036fe-b6a3-42c6-a61b-2a4136a9b41b","Sector 2 de Municipio 2 de Almería","Sector","cfc8bf68-85a2-4307-9542-44a21ae4d2f4","(-7.400689,37.597279)","https://www.google.com/maps/search/?api=1&query=37.597279,-7.400689"
"a0276ffa-064d-4154-9e8e-288ad3308f92","Sector 3 de Municipio 2 de Almería","Sector","cfc8bf68-85a2-4307-9542-44a21ae4d2f4","(-7.396257,37.554335)","https://www.google.com/maps/search/?api=1&query=37.554335,-7.396257"
"b39fcf9c-75bf-4f99-89cb-4c356efa1335","Municipio 3 de Almería","Municipio","f5b00e62-2d39-40f3-a480-a08315afc4f3","(-7.804269,38.054925)","https://www.google.com/maps/search/?api=1&query=38.054925,-7.804269"
"fb884823-71a6-4dc9-887c-33c358956204","Sector 1 de Municipio 3 de Almería","Sector","b39fcf9c-75bf-4f99-89cb-4c356efa1335","(-7.784455,38.085507)","https://www.google.com/maps/search/?api=1&query=38.085507,-7.784455"
"7cfb9bcf-b969-4556-b187-c3dc5c454117","Sector 2 de Municipio 3 de Almería","Sector","b39fcf9c-75bf-4f99-89cb-4c356efa1335","(-7.838721,38.038950)","https://www.google.com/maps/search/?api=1&query=38.038950,-7.838721"
"66e78804-0ff5-4194-a3d8-8f55a5a650c7","Sector 3 de Municipio 3 de Almería","Sector","b39fcf9c-75bf-4f99-89cb-4c356efa1335","(-7.820609,38.100646)","https://www.google.com/maps/search/?api=1&query=38.100646,-7.820609"
"7fba1aa7-6713-4970-8522-497c607f1923","Municipio 4 de Almería","Municipio","f5b00e62-2d39-40f3-a480-a08315afc4f3","(-7.732095,37.481577)","https://www.google.com/maps/search/?api=1&query=37.481577,-7.732095"
"503e2f9f-5421-4edb-b30a-98a2c616c513","Sector 1 de Municipio 4 de Almería","Sector","7fba1aa7-6713-4970-8522-497c607f1923","(-7.721722,37.516327)","https://www.google.com/maps/search/?api=1&query=37.516327,-7.721722"
"cae56f98-0a20-4ba0-8869-d88cddc3a37c","Sector 2 de Municipio 4 de Almería","Sector","7fba1aa7-6713-4970-8522-497c607f1923","(-7.709121,37.512290)","https://www.google.com/maps/search/?api=1&query=37.512290,-7.709121"
"599dd988-d428-4944-afcd-722b8e36e7bf","Sector 3 de Municipio 4 de Almería","Sector","7fba1aa7-6713-4970-8522-497c607f1923","(-7.684783,37.485200)","https://www.google.com/maps/search/?api=1&query=37.485200,-7.684783"
"365f351d-d3d6-4352-afee-4ef627974600","Municipio 5 de Almería","Municipio","f5b00e62-2d39-40f3-a480-a08315afc4f3","(-7.367835,37.710208)","https://www.google.com/maps/search/?api=1&query=37.710208,-7.367835"
"305d4ae7-b3b8-4cdf-94b3-d503bee70ab4","Sector 1 de Municipio 5 de Almería","Sector","365f351d-d3d6-4352-afee-4ef627974600","(-7.355983,37.743148)","https://www.google.com/maps/search/?api=1&query=37.743148,-7.355983"
"cb0a7906-306b-4547-8409-f95849bcf8da","Sector 2 de Municipio 5 de Almería","Sector","365f351d-d3d6-4352-afee-4ef627974600","(-7.360100,37.746379)","https://www.google.com/maps/search/?api=1&query=37.746379,-7.360100"
"c7a9e7e0-1e16-4481-8cdc-71ff7b02b518","Sector 3 de Municipio 5 de Almería","Sector","365f351d-d3d6-4352-afee-4ef627974600","(-7.413253,37.730665)","https://www.google.com/maps/search/?api=1&query=37.730665,-7.413253"
"d4904d91-5787-4587-8b10-eaa0d8af66fe","Cádiz","Provincia","9b5bcd27-75a2-4137-9290-b630d9047063","(-6.616336,36.572795)","https://www.google.com/maps/search/?api=1&query=36.572795,-6.616336"
"8f08f0f2-f67f-4b03-b86a-5a5cd59e2a1d","Municipio 1 de Cádiz","Municipio","d4904d91-5787-4587-8b10-eaa0d8af66fe","(-6.830103,36.236628)","https://www.google.com/maps/search/?api=1&query=36.236628,-6.830103"
"5c5cbb6f-2a5e-4b5c-832d-543a2b4dc225","Sector 1 de Municipio 1 de Cádiz","Sector","8f08f0f2-f67f-4b03-b86a-5a5cd59e2a1d","(-6.852306,36.196729)","https://www.google.com/maps/search/?api=1&query=36.196729,-6.852306"
"0af8fc3b-43b4-45fa-a9de-066310c02f89","Sector 2 de Municipio 1 de Cádiz","Sector","8f08f0f2-f67f-4b03-b86a-5a5cd59e2a1d","(-6.843620,36.250197)","https://www.google.com/maps/search/?api=1&query=36.250197,-6.843620"
"8f653a96-c5ab-4034-a4a0-bd0efd171241","Sector 3 de Municipio 1 de Cádiz","Sector","8f08f0f2-f67f-4b03-b86a-5a5cd59e2a1d","(-6.859153,36.223647)","https://www.google.com/maps/search/?api=1&query=36.223647,-6.859153"
"cbc89756-12a8-4a79-b3da-0eb841470117","Municipio 2 de Cádiz","Municipio","d4904d91-5787-4587-8b10-eaa0d8af66fe","(-6.267012,36.386377)","https://www.google.com/maps/search/?api=1&query=36.386377,-6.267012"
"e13bedd5-0253-4afa-9fad-c37c00ae5481","Sector 1 de Municipio 2 de Cádiz","Sector","cbc89756-12a8-4a79-b3da-0eb841470117","(-6.256099,36.401181)","https://www.google.com/maps/search/?api=1&query=36.401181,-6.256099"
"8be43ef2-fc8c-47e4-8ca3-564ce4ca3a55","Sector 2 de Municipio 2 de Cádiz","Sector","cbc89756-12a8-4a79-b3da-0eb841470117","(-6.244100,36.353491)","https://www.google.com/maps/search/?api=1&query=36.353491,-6.244100"
"a33428a0-f886-4529-8b7b-fbc79fac1d56","Sector 3 de Municipio 2 de Cádiz","Sector","cbc89756-12a8-4a79-b3da-0eb841470117","(-6.279067,36.352717)","https://www.google.com/maps/search/?api=1&query=36.352717,-6.279067"
"a71f2606-be79-436e-8446-8fefdda27ba7","Municipio 3 de Cádiz","Municipio","d4904d91-5787-4587-8b10-eaa0d8af66fe","(-6.504336,36.964414)","https://www.google.com/maps/search/?api=1&query=36.964414,-6.504336"
"79a8e115-a9c5-4e01-948c-a146c6bc568b","Sector 1 de Municipio 3 de Cádiz","Sector","a71f2606-be79-436e-8446-8fefdda27ba7","(-6.485875,36.970108)","https://www.google.com/maps/search/?api=1&query=36.970108,-6.485875"
"9bfb483b-bc35-4fab-a66f-275467ad6ccb","Sector 2 de Municipio 3 de Cádiz","Sector","a71f2606-be79-436e-8446-8fefdda27ba7","(-6.476736,36.998699)","https://www.google.com/maps/search/?api=1&query=36.998699,-6.476736"
"fe90a5fb-e8ed-4c0b-bcbc-fe46d2a771de","Sector 3 de Municipio 3 de Cádiz","Sector","a71f2606-be79-436e-8446-8fefdda27ba7","(-6.551126,36.937318)","https://www.google.com/maps/search/?api=1&query=36.937318,-6.551126"
"0cab1e25-b71e-4e4a-8673-de11fc945008","Municipio 4 de Cádiz","Municipio","d4904d91-5787-4587-8b10-eaa0d8af66fe","(-6.802143,36.425157)","https://www.google.com/maps/search/?api=1&query=36.425157,-6.802143"
"0ac23148-d76a-4c4d-a5a6-98bb3c1b6105","Sector 1 de Municipio 4 de Cádiz","Sector","0cab1e25-b71e-4e4a-8673-de11fc945008","(-6.757852,36.396256)","https://www.google.com/maps/search/?api=1&query=36.396256,-6.757852"
"4d41a75e-c0e6-4c25-92d1-2932e10736ef","Sector 2 de Municipio 4 de Cádiz","Sector","0cab1e25-b71e-4e4a-8673-de11fc945008","(-6.820676,36.462794)","https://www.google.com/maps/search/?api=1&query=36.462794,-6.820676"
"8ac92df8-120b-467b-84c4-de03404f173d","Sector 3 de Municipio 4 de Cádiz","Sector","0cab1e25-b71e-4e4a-8673-de11fc945008","(-6.812580,36.440701)","https://www.google.com/maps/search/?api=1&query=36.440701,-6.812580"
"a5dbbfb1-c9b5-4971-aef5-32502cc930f0","Municipio 5 de Cádiz","Municipio","d4904d91-5787-4587-8b10-eaa0d8af66fe","(-6.649255,36.904433)","https://www.google.com/maps/search/?api=1&query=36.904433,-6.649255"
"a143f422-7eae-4bea-bdf5-a045b4c1817e","Sector 1 de Municipio 5 de Cádiz","Sector","a5dbbfb1-c9b5-4971-aef5-32502cc930f0","(-6.674592,36.880921)","https://www.google.com/maps/search/?api=1&query=36.880921,-6.674592"
"25964a75-465f-41cd-b472-f4baacc00980","Sector 2 de Municipio 5 de Cádiz","Sector","a5dbbfb1-c9b5-4971-aef5-32502cc930f0","(-6.672980,36.910570)","https://www.google.com/maps/search/?api=1&query=36.910570,-6.672980"
"20451fa8-ec09-45b4-8891-5e2eefa243fc","Sector 3 de Municipio 5 de Cádiz","Sector","a5dbbfb1-c9b5-4971-aef5-32502cc930f0","(-6.609472,36.912891)","https://www.google.com/maps/search/?api=1&query=36.912891,-6.609472"
"3af9b7fe-7e79-42bc-bbad-754b58105fe3","Córdoba","Provincia","9b5bcd27-75a2-4137-9290-b630d9047063","(-6.826538,37.087302)","https://www.google.com/maps/search/?api=1&query=37.087302,-6.826538"
"123c216d-471f-49e2-bdf9-d4232f00da28","Municipio 1 de Córdoba","Municipio","3af9b7fe-7e79-42bc-bbad-754b58105fe3","(-6.818917,37.485332)","https://www.google.com/maps/search/?api=1&query=37.485332,-6.818917"
"fb9d4162-61b7-45a2-bd17-febfd07a18cf","Sector 1 de Municipio 1 de Córdoba","Sector","123c216d-471f-49e2-bdf9-d4232f00da28","(-6.864205,37.444423)","https://www.google.com/maps/search/?api=1&query=37.444423,-6.864205"
"b4131dcd-289c-4dc2-a81d-a61aaac13fcc","Sector 2 de Municipio 1 de Córdoba","Sector","123c216d-471f-49e2-bdf9-d4232f00da28","(-6.806172,37.446297)","https://www.google.com/maps/search/?api=1&query=37.446297,-6.806172"
"cbe196a0-613a-4ab1-9c8f-dc8bf89be661","Sector 3 de Municipio 1 de Córdoba","Sector","123c216d-471f-49e2-bdf9-d4232f00da28","(-6.826701,37.514540)","https://www.google.com/maps/search/?api=1&query=37.514540,-6.826701"
"8217dd4e-34ad-43f4-8178-20857ca20e1b","Municipio 2 de Córdoba","Municipio","3af9b7fe-7e79-42bc-bbad-754b58105fe3","(-6.921242,36.738124)","https://www.google.com/maps/search/?api=1&query=36.738124,-6.921242"
"2ef81cb7-de14-485a-91cd-7ff4125dc3ca","Sector 1 de Municipio 2 de Córdoba","Sector","8217dd4e-34ad-43f4-8178-20857ca20e1b","(-6.918331,36.787736)","https://www.google.com/maps/search/?api=1&query=36.787736,-6.918331"
"558918ad-f736-4a12-a939-efb25513dea1","Sector 2 de Municipio 2 de Córdoba","Sector","8217dd4e-34ad-43f4-8178-20857ca20e1b","(-6.885164,36.785232)","https://www.google.com/maps/search/?api=1&query=36.785232,-6.885164"
"039daaa6-5849-4dd0-b8cc-16008ab348e4","Sector 3 de Municipio 2 de Córdoba","Sector","8217dd4e-34ad-43f4-8178-20857ca20e1b","(-6.899170,36.689272)","https://www.google.com/maps/search/?api=1&query=36.689272,-6.899170"
"a61f3353-b7f5-4765-98e7-8ee1129929d9","Municipio 3 de Córdoba","Municipio","3af9b7fe-7e79-42bc-bbad-754b58105fe3","(-6.796961,37.232670)","https://www.google.com/maps/search/?api=1&query=37.232670,-6.796961"
"99a8f4d3-ce6a-4419-bbf6-049bb5a52135","Sector 1 de Municipio 3 de Córdoba","Sector","a61f3353-b7f5-4765-98e7-8ee1129929d9","(-6.782865,37.209352)","https://www.google.com/maps/search/?api=1&query=37.209352,-6.782865"
"1de0f135-2c7d-4f76-9651-9a69d494f906","Sector 2 de Municipio 3 de Córdoba","Sector","a61f3353-b7f5-4765-98e7-8ee1129929d9","(-6.803485,37.193825)","https://www.google.com/maps/search/?api=1&query=37.193825,-6.803485"
"d7a81670-e608-4d43-9e7c-f2b9dc68cc2d","Sector 3 de Municipio 3 de Córdoba","Sector","a61f3353-b7f5-4765-98e7-8ee1129929d9","(-6.751580,37.228042)","https://www.google.com/maps/search/?api=1&query=37.228042,-6.751580"
"e1ab2863-e10b-4d99-a042-391309cfe669","Municipio 4 de Córdoba","Municipio","3af9b7fe-7e79-42bc-bbad-754b58105fe3","(-7.015826,37.387984)","https://www.google.com/maps/search/?api=1&query=37.387984,-7.015826"
